tp_id,ntp_id
TYB4_HUMAN,C9JM62_HUMAN
TYB4_HUMAN,SEHBP_HUMAN
TYB4_HUMAN,F2Z2Z9_HUMAN
TYB4_HUMAN,TYB4Y_HUMAN
TYB4_HUMAN,TB15B_HUMAN
TYB4_HUMAN,U3KQP0_HUMAN
TYB4_HUMAN,E5RGR5_HUMAN
TYB4_HUMAN,PYDC4_HUMAN
TYB4_HUMAN,H0YF34_HUMAN
TYB4_HUMAN,J3QKN9_HUMAN
TYB4_HUMAN,X6RKQ2_HUMAN
TYB4_HUMAN,PACMP_HUMAN
RN213_HUMAN,MUC4_HUMAN
RN213_HUMAN,A0A075B730_HUMAN
RN213_HUMAN,BLTP1_HUMAN
RN213_HUMAN,HYDIN_HUMAN
RN213_HUMAN,RYR1_HUMAN
RN213_HUMAN,ABCAD_HUMAN
RN213_HUMAN,MUC12_HUMAN
RN213_HUMAN,USH2A_HUMAN
RN213_HUMAN,EPIPL_HUMAN
RN213_HUMAN,MUC2_HUMAN
RN213_HUMAN,UBR4_HUMAN
RN213_HUMAN,RYR2_HUMAN
KMT2A_HUMAN,BSN_HUMAN
KMT2A_HUMAN,A0A7P0TBH8_HUMAN
KMT2A_HUMAN,A0A804HKS3_HUMAN
KMT2A_HUMAN,A0A7P0T8N5_HUMAN
KMT2A_HUMAN,A0A7P0T9A9_HUMAN
KMT2A_HUMAN,A0A0A0MRF6_HUMAN
KMT2A_HUMAN,A0A7P0TAX3_HUMAN
KMT2A_HUMAN,A0A7P0T928_HUMAN
KMT2A_HUMAN,A0A7P0TAD6_HUMAN
KMT2A_HUMAN,TRRAP_HUMAN
KMT2A_HUMAN,ZN469_HUMAN
KMT2A_HUMAN,A0A804HKC0_HUMAN
KMT2A_HUMAN,A0A7P0TBI4_HUMAN
KMT2A_HUMAN,A0A7P0Z4N5_HUMAN
KMT2A_HUMAN,A0A804HJA5_HUMAN
KMT2A_HUMAN,A0A087WTU9_HUMAN
KMT2A_HUMAN,A0A7P0Z4Q5_HUMAN
KMT2A_HUMAN,A0A804HL70_HUMAN
KMT2A_HUMAN,A0A087WV20_HUMAN
KMT2A_HUMAN,DYH7_HUMAN
KMT2A_HUMAN,F2Z2U4_HUMAN
KMT2A_HUMAN,PKHD1_HUMAN
KMT2A_HUMAN,H0Y4W2_HUMAN
KMT2A_HUMAN,FILA_HUMAN
KMT2A_HUMAN,VP13B_HUMAN
KMT2A_HUMAN,ALMS1_HUMAN
KMT2A_HUMAN,LYST_HUMAN
KMT2A_HUMAN,ANK2_HUMAN
KMT2A_HUMAN,HECD4_HUMAN
KMT2A_HUMAN,PRKDC_HUMAN
KMT2A_HUMAN,AKAP9_HUMAN
RBP2_HUMAN,SRCAP_HUMAN
RBP2_HUMAN,A0A0A0MSA0_HUMAN
RBP2_HUMAN,A0A7P0T8F0_HUMAN
RBP2_HUMAN,A0A7P0T9K8_HUMAN
RBP2_HUMAN,A0A804HKW4_HUMAN
RBP2_HUMAN,CELR3_HUMAN
RBP2_HUMAN,A0A8J9C4H3_HUMAN
RBP2_HUMAN,CE350_HUMAN
RBP2_HUMAN,CFA47_HUMAN
RBP2_HUMAN,CPLN1_HUMAN
RBP2_HUMAN,PRUN2_HUMAN
RBP2_HUMAN,H0Y9Y2_HUMAN
RBP2_HUMAN,LAMA2_HUMAN
RBP2_HUMAN,J3QQK4_HUMAN
RBP2_HUMAN,SPEG_HUMAN
RBP2_HUMAN,A0A804HIB7_HUMAN
RBP2_HUMAN,UNC80_HUMAN
RBP2_HUMAN,XIRP2_HUMAN
RBP2_HUMAN,MUC3A_HUMAN
RBP2_HUMAN,KI67_HUMAN
RBP2_HUMAN,LAMA3_HUMAN
RBP2_HUMAN,VP13A_HUMAN
RBP2_HUMAN,A0A7P0TAC5_HUMAN
RBP2_HUMAN,AGRG4_HUMAN
RBP2_HUMAN,Q5T2X4_HUMAN
RBP2_HUMAN,HD_HUMAN
RBP2_HUMAN,GOGB1_HUMAN
RBP2_HUMAN,LAMA1_HUMAN
RBP2_HUMAN,CENPF_HUMAN
RBP2_HUMAN,PCNT_HUMAN
RBP2_HUMAN,FREM2_HUMAN
RBP2_HUMAN,TRIO_HUMAN
RBP2_HUMAN,CO6A3_HUMAN
RBP2_HUMAN,COCA1_HUMAN
RBP2_HUMAN,REV3L_HUMAN
RBP2_HUMAN,CAD23_HUMAN
RBP2_HUMAN,MGAP_HUMAN
RBP2_HUMAN,PCD16_HUMAN
RBP2_HUMAN,EP400_HUMAN
RBP2_HUMAN,EYS_HUMAN
HD_HUMAN,A0A2R8Y7Q1_HUMAN
HD_HUMAN,DMXL2_HUMAN
HD_HUMAN,A0A088AWP5_HUMAN
HD_HUMAN,CELR1_HUMAN
HD_HUMAN,A0A6I8PRU0_HUMAN
HD_HUMAN,H0Y9T6_HUMAN
HD_HUMAN,CHD7_HUMAN
HD_HUMAN,RBP2_HUMAN
